problem,path,artist_folder,file_count_in_folder,tag_title,tag_artist,tag_album,tag_album_artist,probable_source_album,probable_track_title,duration_seconds
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (8).mp3,Various Artists,,A Musical History [CD 5] - T,Forbidden Fruit,A Musical History,Forbidden Fruit,A Musical History,Forbidden Fruit,341
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (13).mp3,Various Artists,,A Musical History [CD 1] - T,Robbie's Blues,A Musical History,Robbie's Blues,A Musical History,Robbie's Blues,217
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (9).mp3,Various Artists,,A Musical History [CD 3] - T,Look Out Cleveland,A Musical History,Look Out Cleveland,A Musical History,Look Out Cleveland,215
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (13).mp3,Various Artists,,A Musical History [CD 5] - T,Livin' In A Dream,A Musical History,Livin' In A Dream,A Musical History,Livin' In A Dream,172
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (9).mp3,Various Artists,,A Musical History [CD 4] - T,Mystery Train,A Musical History,Mystery Train,A Musical History,Mystery Train,334
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (12).mp3,Various Artists,,A Musical History [CD 2] - T,Long Black Veil,A Musical History,Long Black Veil,A Musical History,Long Black Veil,183
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (4).mp3,Various Artists,,A Musical History [CD 2] - T,Bessie Smith,A Musical History,Bessie Smith,A Musical History,Bessie Smith,258
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (6).mp3,Various Artists,,A Musical History [CD 1] - T,Ferdinand The Impostor,A Musical History,Ferdinand The Impostor,A Musical History,Ferdinand The Impostor,247
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (4).mp3,Various Artists,,A Musical History [CD 5] - T,Ain't Got No Home,A Musical History,Ain't Got No Home,A Musical History,Ain't Got No Home,205
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (5).mp3,Various Artists,,A Musical History [CD 5] - T,Christmas Must Be Tonight,A Musical History,Christmas Must Be Tonight,A Musical History,Christmas Must Be Tonight,217
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (7).mp3,Various Artists,,A Musical History [CD 1] - T,Go Go Liza Jane,A Musical History,Go Go Liza Jane,A Musical History,Go Go Liza Jane,133
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (13).mp3,Various Artists,,A Musical History [CD 2] - T,Long Distance Operator,A Musical History,Long Distance Operator,A Musical History,Long Distance Operator,274
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (5).mp3,Various Artists,,A Musical History [CD 2] - T,Don't Ya Tell Henry,A Musical History,Don't Ya Tell Henry,A Musical History,Don't Ya Tell Henry,194
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (12).mp3,Various Artists,,A Musical History [CD 5] - T,It Makes No Difference,A Musical History,It Makes No Difference,A Musical History,It Makes No Difference,395
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (8).mp3,Various Artists,,A Musical History [CD 4] - T,Move Me,A Musical History,Move Me,A Musical History,Move Me,177
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (12).mp3,Various Artists,,A Musical History [CD 1] - T,Odds And Ends,A Musical History,Odds And Ends,A Musical History,Odds And Ends,109
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (9).mp3,Various Artists,,A Musical History [CD 5] - T,Forever Young,A Musical History,Forever Young,A Musical History,Forever Young,297
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (9).mp3,Various Artists,,A Musical History [CD 2] - T,Katie's Been Gone,A Musical History,Katie's Been Gone,A Musical History,Katie's Been Gone,166
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (4).mp3,Various Artists,,A Musical History [CD 4] - T,Caledonia Mission,A Musical History,Caledonia Mission,A Musical History,Caledonia Mission,203
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (11).mp3,Various Artists,,A Musical History [CD 4] - T,The Genetic Method,A Musical History,The Genetic Method,A Musical History,The Genetic Method,452
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (10).mp3,Various Artists,,A Musical History [CD 3] - T,Pantomime,A Musical History,Pantomime,A Musical History,Pantomime,362
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T.mp3,Various Artists,,A Musical History [CD 3] - T,Don't Do It,A Musical History,Don't Do It,A Musical History,Don't Do It,228
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T.mp3,Various Artists,,A Musical History [CD 2] - T,Chest Fever,A Musical History,Chest Fever,A Musical History,Chest Fever,316
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (12).mp3,Various Artists,,A Musical History [CD 4] - T,The Moon Struck One,A Musical History,The Moon Struck One,A Musical History,The Moon Struck One,249
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (13).mp3,Various Artists,,A Musical History [CD 3] - T,Slippin' & Slidin',A Musical History,Slippin' & Slidin',A Musical History,Slippin' & Slidin',203
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (6).mp3,Various Artists,,A Musical History [CD 5] - T,Didn't It Rain,A Musical History,Didn't It Rain,A Musical History,Didn't It Rain,200
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (6).mp3,Various Artists,,A Musical History [CD 2] - T,I Ain't Got No Home,A Musical History,I Ain't Got No Home,A Musical History,I Ain't Got No Home,227
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (10).mp3,Various Artists,,A Musical History [CD 2] - T,Key To The Highway,A Musical History,Key To The Highway,A Musical History,Key To The Highway,144
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (11).mp3,Various Artists,,A Musical History [CD 5] - T,Home Cookin',A Musical History,Home Cookin',A Musical History,Home Cookin',225
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (11).mp3,Various Artists,,A Musical History [CD 1] - T,Leave Me Alone,A Musical History,Leave Me Alone,A Musical History,Leave Me Alone,158
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (7).mp3,Various Artists,,A Musical History [CD 2] - T,I Shall Be Released,A Musical History,I Shall Be Released,A Musical History,I Shall Be Released,195
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (7).mp3,Various Artists,,A Musical History [CD 5] - T,Evangeline,A Musical History,Evangeline,A Musical History,Evangeline,192
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (12).mp3,Various Artists,,A Musical History [CD 3] - T,Rockin' Chair,A Musical History,Rockin' Chair,A Musical History,Rockin' Chair,252
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (13).mp3,Various Artists,,A Musical History [CD 4] - T,The River Hymn,A Musical History,The River Hymn,A Musical History,The River Hymn,282
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (6).mp3,Various Artists,,A Musical History [CD 3] - T,Get Up Jake,A Musical History,Get Up Jake,A Musical History,Get Up Jake,138
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (6).mp3,Various Artists,,A Musical History [CD 4] - T,Life Is A Carnival,A Musical History,Life Is A Carnival,A Musical History,Life Is A Carnival,235
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (9).mp3,Various Artists,,A Musical History [CD 1] - T,Honky Tonk,A Musical History,Honky Tonk,A Musical History,Honky Tonk,185
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (2).mp3,Various Artists,,A Musical History [CD 1] - T,Bacon Fat,A Musical History,Bacon Fat,A Musical History,Bacon Fat,160
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (16).mp3,Various Artists,,A Musical History [CD 2] - T,This Wheel's On Fire,A Musical History,This Wheel's On Fire,A Musical History,This Wheel's On Fire,193
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (17).mp3,Various Artists,,A Musical History [CD 5] - T,Share Your Love With Me,A Musical History,Share Your Love With Me,A Musical History,Share Your Love With Me,176
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (19).mp3,Various Artists,,A Musical History [CD 3] - T,Up On Cripple Creek,A Musical History,Up On Cripple Creek,A Musical History,Up On Cripple Creek,275
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (15).mp3,Various Artists,,A Musical History [CD 3] - T,Strawberry Wine,A Musical History,Strawberry Wine,A Musical History,Strawberry Wine,227
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (14).mp3,Various Artists,,A Musical History [CD 3] - T,Stage Fright,A Musical History,Stage Fright,A Musical History,Stage Fright,223
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T.mp3,Various Artists,,A Musical History [CD 4] - T,Chest Fever,A Musical History,Chest Fever,A Musical History,Chest Fever,304
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (15).mp3,Various Artists,,A Musical History [CD 4] - T,Two Piano Song,A Musical History,Two Piano Song,A Musical History,Two Piano Song,253
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (18).mp3,Various Artists,,A Musical History [CD 3] - T,Time To Kill,A Musical History,Time To Kill,A Musical History,Time To Kill,209
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (16).mp3,Various Artists,,A Musical History [CD 5] - T,Rainy Day Women,A Musical History,Rainy Day Women,A Musical History,Rainy Day Women,217
malformed_album_track,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (17).mp3,Various Artists,,A Musical History [CD 2] - T,We Can Talk,A Musical History,We Can Talk,A Musical History,We Can Talk,185
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/A Musical History [CD 4].mp3,RoseMusicWork,,A Musical History [CD 4] - T,01_Life_Is_A_Carnival_,,,,A Musical History [CD 4] - T,235
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Life Is A Carnival/Unknown Album/A Musical History [CD 4] - T.mp3,Life Is A Carnival,,A Musical History [CD 4] - T,01_Life_Is_A_Carnival_,,,,A Musical History [CD 4] - T,235
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (6).mp3,Various Artists,,A Musical History [CD 4] - T,Life Is A Carnival,A Musical History,Life Is A Carnival,A Musical History,A Musical History [CD 4] - T,235
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (2).mp3,Various Artists,,A Musical History [CD 2] - T,The Weight,A Musical History,The Weight,A Musical History,A Musical History [CD 2] - T,278
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Weight/Unknown Album/A Musical History [CD 2] - T.mp3,Weight,,A Musical History [CD 2] - T,07_The_Weight_,,,,A Musical History [CD 2] - T,278
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (2).mp3,Various Artists,,A Musical History [CD 5] - T,The Weight,A Musical History,The Weight,A Musical History,A Musical History [CD 5] - T,276
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Weight/Unknown Album/A Musical History [CD 5] - T.mp3,Weight,,A Musical History [CD 5] - T,19_The_Weight_,,,,A Musical History [CD 5] - T,276
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/To Kingdome Come (Full/Unknown Album/Length Version) - A Musical H.mp3,To Kingdome Come (Full,,Length Version) - A Musical H,05_To_Kingdome_Come_(Full,,,,Length Version) - A Musical H,238
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/Length Version) - A Musical H.mp3,Various Artists,,Length Version) - A Musical H,To Kingdome Come (Full,A Musical History,To Kingdome Come,A Musical History,Length Version) - A Musical H,238
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Jemima Surrender (Early Ve/Unknown Album/A Musical History [CD 3] - T.mp3,Jemima Surrender (Early Ve,,A Musical History [CD 3] - T,09_Jemima_Surrender_(Early_Ve,,,,A Musical History [CD 3] - T,229
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (7).mp3,Various Artists,,A Musical History [CD 3] - T,Jemima Surrender (Early Ve,A Musical History,Jemima Surrender,A Musical History,A Musical History [CD 3] - T,229
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Robbie's Blues/Unknown Album/A Musical History [CD 1] - T.mp3,Robbie's Blues,,A Musical History [CD 1] - T,07_Robbie's_Blues_,,,,A Musical History [CD 1] - T,217
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (13).mp3,Various Artists,,A Musical History [CD 1] - T,Robbie's Blues,A Musical History,Robbie's Blues,A Musical History,A Musical History [CD 1] - T,217
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Tears Of Rage/Unknown Album/A Musical History [CD 2] - T.mp3,Tears Of Rage,,A Musical History [CD 2] - T,04_Tears_Of_Rage_,,,,A Musical History [CD 2] - T,321
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (15).mp3,Various Artists,,A Musical History [CD 2] - T,Tears Of Rage,A Musical History,Tears Of Rage,A Musical History,A Musical History [CD 2] - T,321
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Stage Fright/Unknown Album/A Musical History [CD 3] - T.mp3,Stage Fright,,A Musical History [CD 3] - T,14_Stage_Fright_,,,,A Musical History [CD 3] - T,223
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (14).mp3,Various Artists,,A Musical History [CD 3] - T,Stage Fright,A Musical History,Stage Fright,A Musical History,A Musical History [CD 3] - T,223
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Across The Great Divide/Unknown Album/A Musical History [CD 3] - T.mp3,Across The Great Divide,,A Musical History [CD 3] - T,01_Across_The_Great_Divide_,,,,A Musical History [CD 3] - T,173
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (3).mp3,Various Artists,,A Musical History [CD 3] - T,Across The Great Divide,A Musical History,Across The Great Divide,A Musical History,A Musical History [CD 3] - T,173
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Stones I Throw (Will F/Unknown Album/A Musical History [CD 1] - T.mp3,Stones I Throw (Will F,,A Musical History [CD 1] - T,13_The_Stones_I_Throw_(Will_F,,,,A Musical History [CD 1] - T,126
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (17).mp3,Various Artists,,A Musical History [CD 1] - T,The Stones I Throw (Will F,A Musical History,The Stones I Throw,A Musical History,A Musical History [CD 1] - T,126
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Ferdinand The Impostor/Unknown Album/A Musical History [CD 1] - T.mp3,Ferdinand The Impostor,,A Musical History [CD 1] - T,23_Ferdinand_The_Impostor_,,,,A Musical History [CD 1] - T,247
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (6).mp3,Various Artists,,A Musical History [CD 1] - T,Ferdinand The Impostor,A Musical History,Ferdinand The Impostor,A Musical History,A Musical History [CD 1] - T,247
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Out Of The Blue/Unknown Album/A Musical History [CD 5] - T.mp3,Out Of The Blue,,A Musical History [CD 5] - T,16_Out_Of_The_Blue_,,,,A Musical History [CD 5] - T,202
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 5] - T (15).mp3,Various Artists,,A Musical History [CD 5] - T,Out Of The Blue,A Musical History,Out Of The Blue,A Musical History,A Musical History [CD 5] - T,202
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/He Don't Love You (And He'/Unknown Album/A Musical History [CD 1] - T.mp3,He Don't Love You (And He',,A Musical History [CD 1] - T,10_He_Don't_Love_You_(And_He',,,,A Musical History [CD 1] - T,159
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (8).mp3,Various Artists,,A Musical History [CD 1] - T,He Don't Love You (And He',A Musical History,He Don't Love You,A Musical History,A Musical History [CD 1] - T,159
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Honky Tonk/Unknown Album/A Musical History [CD 1] - T.mp3,Honky Tonk,,A Musical History [CD 1] - T,05_Honky_Tonk_,,,,A Musical History [CD 1] - T,185
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (9).mp3,Various Artists,,A Musical History [CD 1] - T,Honky Tonk,A Musical History,Honky Tonk,A Musical History,A Musical History [CD 1] - T,185
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Time To Kill/Unknown Album/A Musical History [CD 3] - T.mp3,Time To Kill,,A Musical History [CD 3] - T,11_Time_To_Kill_,,,,A Musical History [CD 3] - T,209
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (18).mp3,Various Artists,,A Musical History [CD 3] - T,Time To Kill,A Musical History,Time To Kill,A Musical History,A Musical History [CD 3] - T,209
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (20).mp3,Various Artists,,A Musical History [CD 3] - T,When You Awake,A Musical History,When You Awake,A Musical History,A Musical History [CD 3] - T,195
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/When You Awake/Unknown Album/A Musical History [CD 3] - T.mp3,When You Awake,,A Musical History [CD 3] - T,04_When_You_Awake_,,,,A Musical History [CD 3] - T,195
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Don/Unknown Album/t Say Goodnight And Mean Goodbye.mp3,Don,,Don t Say Goodnight And Mean Goodbye,Don,Unknown Album,,Unknown Album,Don t Say Goodnight And Mean Goodbye,163
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Shirelles/Anthology Will You Love Me Tomorrow/Don't Say Goodnight and Mean Goodbye.mp3,Shirelles,,Don't Say Goodnight and Mean Goodbye,The Shirelles,Anthology: Will You Love Me Tomorrow?,The Shirelles,Anthology: Will You Love Me Tomorrow?,Don't Say Goodnight and Mean Goodbye,163
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (18).mp3,Various Artists,,A Musical History [CD 2] - T,Yazoo Street Scandal,A Musical History,Yazoo Street Scandal,A Musical History,A Musical History [CD 2] - T,236
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Yazoo Street Scandal/Unknown Album/A Musical History [CD 2] - T.mp3,Yazoo Street Scandal,,A Musical History [CD 2] - T,14_Yazoo_Street_Scandal_,,,,A Musical History [CD 2] - T,236
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Can You Please Crawl Out Y/Unknown Album/A Musical History [CD 1] - T.mp3,Can You Please Crawl Out Y,,A Musical History [CD 1] - T,15_Can_You_Please_Crawl_Out_Y,,,,A Musical History [CD 1] - T,213
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 1] - T (5).mp3,Various Artists,,A Musical History [CD 1] - T,Can You Please Crawl Out Y,A Musical History,Can You Please Crawl Out Your Window,A Musical History,A Musical History [CD 1] - T,213
duration_title_duplicate,"/Users/roncompton/Music/RoseMusicWork/Music/Buddy Holly Medley/Buddy Holly/Buddy Holly Medley - What To Do-Crying, Waiting, Hoping-Learning The Game.mp3",Buddy Holly Medley,,"Buddy Holly Medley - What To Do-Crying, Waiting, Hoping-Learning The Game",Buddy Holly Medley,Buddy Holly,Buddy Holly Medley,Buddy Holly,"Buddy Holly Medley - What To Do-Crying, Waiting, Hoping-Learning The Game",263
duration_title_duplicate,"/Users/roncompton/Music/RoseMusicWork/Music/Buddy Holly Medley/Unknown Album/What To Do-Crying, Waiting, Hoping-Learning The Game.mp3",Buddy Holly Medley,,"Buddy Holly Medley- What To Do-Crying, Waiting, Hoping-Learning The Game",Buddy Holly Medley,Unknown Album,,Unknown Album,"Buddy Holly Medley- What To Do-Crying, Waiting, Hoping-Learning The Game",263
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Move Me (Song Sketch)/Unknown Album/A Musical History [CD 4] - T.mp3,Move Me (Song Sketch),,A Musical History [CD 4] - T,15_Move_Me_(Song_Sketch)_,,,,A Musical History [CD 4] - T,177
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (8).mp3,Various Artists,,A Musical History [CD 4] - T,Move Me,A Musical History,Move Me,A Musical History,A Musical History [CD 4] - T,177
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Shape I'm In/Unknown Album/A Musical History [CD 3] - T.mp3,Shape I'm In,,A Musical History [CD 3] - T,13_The_Shape_I'm_In_,,,,A Musical History [CD 3] - T,243
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (17).mp3,Various Artists,,A Musical History [CD 3] - T,The Shape I'm In,A Musical History,The Shape I'm In,A Musical History,A Musical History [CD 3] - T,243
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Genetic Method (Live)/Unknown Album/A Musical History [CD 4] - T.mp3,Genetic Method (Live),,A Musical History [CD 4] - T,10_The_Genetic_Method_(Live)_,,,,A Musical History [CD 4] - T,452
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (11).mp3,Various Artists,,A Musical History [CD 4] - T,The Genetic Method,A Musical History,The Genetic Method,A Musical History,A Musical History [CD 4] - T,452
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/I Shall Be Released/Unknown Album/A Musical History [CD 2] - T.mp3,I Shall Be Released,,A Musical History [CD 2] - T,13_I_Shall_Be_Released_,,,,A Musical History [CD 2] - T,195
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (7).mp3,Various Artists,,A Musical History [CD 2] - T,I Shall Be Released,A Musical History,I Shall Be Released,A Musical History,A Musical History [CD 2] - T,195
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Complete Buddy Holly/Disc 4 - Clovis New Mexico and Thro To New York/Loves made a fool of you.mp3,Complete Buddy Holly,,,Complete Buddy Holly,Disc 4 - Clovis New Mexico and Thro To New York,,Disc 4 - Clovis New Mexico and Thro To New York,,116
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/David Reo/Unknown Album/Loves made a fool of you.mp3,David Reo,,Loves made a fool of you,David Reo,ROSE BK,,ROSE BK,Loves made a fool of you,116
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Disc 4/Clovis New Mexico and Thro To New York/Loves made a fool of you.mp3,Disc 4,,Loves made a fool of you,Disc 4,Clovis New Mexico and Thro To New York,Disc 4,Clovis New Mexico and Thro To New York,Loves made a fool of you,116
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/King Harvest (Has Surely C/Unknown Album/A Musical History [CD 3] - T.mp3,King Harvest (Has Surely C,,A Musical History [CD 3] - T,07_King_Harvest_(Has_Surely_C,,,,A Musical History [CD 3] - T,220
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 3] - T (8).mp3,Various Artists,,A Musical History [CD 3] - T,King Harvest (Has Surely C,A Musical History,King Harvest,A Musical History,A Musical History [CD 3] - T,220
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Bessie Smith/Unknown Album/A Musical History [CD 2] - T.mp3,Bessie Smith,,A Musical History [CD 2] - T,20_Bessie_Smith_,,,,A Musical History [CD 2] - T,258
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (4).mp3,Various Artists,,A Musical History [CD 2] - T,Bessie Smith,A Musical History,Bessie Smith,A Musical History,A Musical History [CD 2] - T,258
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/I Ain't Got No Home (Live)/Unknown Album/A Musical History [CD 2] - T.mp3,I Ain't Got No Home (Live),,A Musical History [CD 2] - T,15_I_Ain't_Got_No_Home_(Live),,,,A Musical History [CD 2] - T,227
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 2] - T (6).mp3,Various Artists,,A Musical History [CD 2] - T,I Ain't Got No Home,A Musical History,I Ain't Got No Home,A Musical History,A Musical History [CD 2] - T,227
duration_title_duplicate,/Users/roncompton/Music/RoseMusicWork/Music/Various Artists/A Musical History/A Musical History [CD 4] - T (14).mp3,Various Artists,,A Musical History [CD 4] - T,The W.S. Walcoot Medicine,A Musical History,The W.S. Walcoot Medicine Show,A Musical History,A Musical History [CD 4] - T,246
